   3.33333341E-03   0.00000000       1.00000000       1.00000000       0.00000000    
   6.66666683E-03  -6.80846810E-08   1.00000012       1.00000012      -5.75420565E-08
   9.99999978E-03  -4.22211706E-08   1.00000012       1.00000012      -3.56834029E-08
   1.33333337E-02   1.21293686E-08  0.999999821       1.00000000       1.02511883E-08
   1.66666675E-02   1.01928691E-07  0.999999821       1.00000000       8.61454765E-08
   1.99999996E-02   6.09729796E-08   1.00000000       1.00000012       5.15315790E-08
   2.33333334E-02   2.57498112E-08  0.999999881       1.00000012       2.17625651E-08
   2.66666673E-02  -3.65736206E-08   1.00000000       1.00000012      -3.09103534E-08
   3.00000012E-02  -9.41548777E-08   1.00000000       1.00000000      -7.95753934E-08
   3.33333351E-02  -5.00765367E-08   1.00000024       1.00000000      -4.23223945E-08
   3.66666690E-02   1.13117224E-07   1.00000024       1.00000012       9.56014929E-08
   3.99999991E-02   1.35867495E-07   1.00000000       1.00000048       1.14829021E-07
   4.33333330E-02  -6.52139249E-08  0.999999881       1.00000048      -5.51158408E-08
   4.66666669E-02  -3.59545638E-08  0.999999821       1.00000048      -3.03871630E-08
   5.00000007E-02  -4.77534030E-08  0.999999821       1.00000036      -4.03590050E-08
   5.33333346E-02   1.07002776E-07   1.00000000       1.00000012       9.04338577E-08
   5.66666685E-02   1.02881025E-07   1.00000012       1.00000012       8.69503367E-08
   6.00000024E-02  -1.61284333E-07   1.00000000       1.00000012      -1.36310149E-07
   6.33333325E-02  -2.21973750E-07   1.00000036       1.00000036      -1.87602055E-07
   6.66666701E-02  -1.98260111E-07   1.00000036       1.00000036      -1.67560373E-07
   7.00000003E-02  -5.64910572E-08   1.00000024       1.00000012      -4.77436508E-08
   7.33333379E-02   6.48230341E-08  0.999999940       1.00000000       5.47854668E-08
   7.66666681E-02   2.01317008E-08   1.00000000       1.00000012       1.70143934E-08
   7.99999982E-02  -9.17544369E-08   1.00000000       1.00000012      -7.75466589E-08
   8.33333358E-02  -7.44562954E-08  0.999999702       1.00000012      -6.29270644E-08
   8.66666660E-02   9.13312359E-09  0.999999821       1.00000000       7.71889930E-09
   9.00000036E-02   1.23300428E-08   1.00000000       1.00000012       1.04207887E-08
   9.33333337E-02  -2.74383432E-08  0.999999881       1.00000012      -2.31896351E-08
   9.66666713E-02  -2.68734901E-08   1.00000000       1.00000036      -2.27122481E-08
  0.100000001       1.27533912E-08   1.00000000       1.00000012       1.07785834E-08
  0.103333339      -7.40384536E-08  0.999999940       1.00000000      -6.25739176E-08
  0.106666669      -1.65149387E-07   1.00000036       1.00000012      -1.39576684E-07
  0.109999999      -5.60303697E-08   1.00000024       1.00000012      -4.73542983E-08
  0.113333337      -5.32855786E-08   1.00000000       1.00000000      -4.50345325E-08
  0.116666667       2.19910419E-08   1.00000000       1.00000012       1.85858244E-08
  0.120000005       1.91368912E-08  0.999999881       1.00000012       1.61736260E-08
  0.123333335      -1.12759480E-07   1.00000012       1.00000012      -9.52991499E-08
  0.126666665      -8.14983565E-08   1.00000036       1.00000012      -6.88786770E-08
  0.130000010       4.31325162E-08   1.00000024       1.00000012       3.64536241E-08
  0.133333340       1.66617468E-07   1.00000000       1.00000012       1.40817477E-07
  0.136666670       5.43941709E-08  0.999999881       1.00000012       4.59714684E-08
  0.140000001      -1.04071489E-08  0.999999821       1.00000000      -8.79564688E-09
  0.143333331      -7.57146612E-09  0.999999940       1.00000000      -6.39905728E-09
  0.146666676      -1.39803248E-07   1.00000024       1.00000012      -1.18155299E-07
  0.150000006       8.77329782E-08   1.00000012       1.00000012       7.41478985E-08
  0.153333336       4.29459703E-08  0.999999821       1.00000000       3.62959724E-08
  0.156666666       1.68432273E-08  0.999999821       1.00000036       1.42351295E-08
