   3.33333341E-03   0.00000000       1.00000000       1.00000000       0.00000000    
   6.66666683E-03  -1.49681778E-08   1.00000000       1.00000000      -1.26504194E-08
   9.99999978E-03   2.92527460E-08   1.00000000       1.00000000       2.47230822E-08
   1.33333337E-02   7.75859448E-08   1.00000000       1.00000000       6.55720882E-08
   1.66666675E-02   7.97862185E-08  0.999999940       1.00000000       6.74316709E-08
   1.99999996E-02   6.09895707E-08   1.00000000       1.00000000       5.15455945E-08
   2.33333334E-02  -9.57974411E-09   1.00000024       1.00000000      -8.09636092E-09
   2.66666673E-02  -1.20508048E-07  0.999999940       1.00000000      -1.01847895E-07
   3.00000012E-02  -1.57362464E-07  0.999999940       1.00000000      -1.32995567E-07
   3.33333351E-02  -4.69389327E-09   1.00000012       1.00000012      -3.96706401E-09
   3.66666690E-02   1.43459360E-07   1.00000000       1.00000012       1.21245293E-07
   3.99999991E-02   2.94135472E-08   1.00000012       1.00000012       2.48589842E-08
   4.33333330E-02  -7.71793296E-08   1.00000000       1.00000000      -6.52284342E-08
   4.66666669E-02   1.38523042E-08   1.00000000       1.00000000       1.17073338E-08
   5.00000007E-02   5.45122276E-08  0.999999940       1.00000000       4.60712464E-08
   5.33333346E-02   3.47362104E-08   1.00000000       1.00000000       2.93574551E-08
   5.66666685E-02  -8.41292547E-08   1.00000000       1.00000000      -7.11021997E-08
   6.00000024E-02  -1.88847444E-08   1.00000000       1.00000000      -1.59605218E-08
   6.33333325E-02   2.86059318E-08   1.00000000       1.00000000       2.41764244E-08
   6.66666701E-02   2.11326689E-08   1.00000000       1.00000000       1.78603656E-08
   7.00000003E-02  -2.58978492E-08   1.00000000       1.00000000      -2.18876774E-08
   7.33333379E-02  -3.99477749E-08   1.00000000       1.00000000      -3.37620314E-08
   7.66666681E-02   1.73875012E-08   1.00000000       1.00000000       1.46951207E-08
   7.99999982E-02   0.00000000       1.00000000       1.00000000       0.00000000    
   8.33333358E-02   0.00000000       1.00000000       1.00000000       0.00000000    
   8.66666660E-02   0.00000000       1.00000000       1.00000000       0.00000000    
   9.00000036E-02   0.00000000       1.00000000       1.00000000       0.00000000    
   9.33333337E-02   0.00000000       1.00000000       1.00000000       0.00000000    
   9.66666713E-02   0.00000000       1.00000000       1.00000000       0.00000000    
  0.100000001       0.00000000       1.00000000       1.00000000       0.00000000    
  0.103333339       0.00000000       1.00000000       1.00000000       0.00000000    
  0.106666669       0.00000000       1.00000000       1.00000000       0.00000000    
  0.109999999       0.00000000       1.00000000       1.00000000       0.00000000    
  0.113333337       0.00000000       1.00000000       1.00000000       0.00000000    
  0.116666667       0.00000000       1.00000000       1.00000000       0.00000000    
  0.120000005       0.00000000       1.00000000       1.00000000       0.00000000    
  0.123333335       0.00000000       1.00000000       1.00000000       0.00000000    
  0.126666665       0.00000000       1.00000000       1.00000000       0.00000000    
  0.130000010       0.00000000       1.00000000       1.00000000       0.00000000    
  0.133333340       0.00000000       1.00000000       1.00000000       0.00000000    
  0.136666670       0.00000000       1.00000000       1.00000000       0.00000000    
  0.140000001       0.00000000       1.00000000       1.00000000       0.00000000    
  0.143333331       0.00000000       1.00000000       1.00000000       0.00000000    
  0.146666676       0.00000000       1.00000000       1.00000000       0.00000000    
  0.150000006       0.00000000       1.00000000       1.00000000       0.00000000    
  0.153333336       0.00000000       1.00000000       1.00000000       0.00000000    
  0.156666666       0.00000000       1.00000000       1.00000000       0.00000000    
  0.159999996       0.00000000       1.00000000       1.00000000       0.00000000    
  0.163333341       0.00000000       1.00000000       1.00000000       0.00000000    
  0.166666672       0.00000000       1.00000000       1.00000000       0.00000000    
  0.170000002       0.00000000       1.00000000       1.00000000       0.00000000    
  0.173333332       0.00000000       1.00000000       1.00000000       0.00000000    
  0.176666677       0.00000000       1.00000000       1.00000000       0.00000000    
  0.180000007       0.00000000       1.00000000       1.00000000       0.00000000    
  0.183333337       0.00000000       1.00000000       1.00000000       0.00000000    
  0.186666667       0.00000000       1.00000000       1.00000000       0.00000000    
  0.189999998       0.00000000       1.00000000       1.00000000       0.00000000    
  0.193333343       0.00000000       1.00000000       1.00000000       0.00000000    
  0.196666673       0.00000000       1.00000000       1.00000000       0.00000000    
  0.200000003       0.00000000       1.00000000       1.00000000       0.00000000    
  0.203333333       0.00000000       1.00000000       1.00000000       0.00000000    
  0.206666678       0.00000000       1.00000000       1.00000000       0.00000000    
  0.210000008       0.00000000       1.00000000       1.00000000       0.00000000    
  0.213333338       0.00000000       1.00000000       1.00000000       0.00000000    
  0.216666669       0.00000000       1.00000000       1.00000000       0.00000000    
  0.219999999       0.00000000       1.00000000       1.00000000       0.00000000    
  0.223333344       0.00000000       1.00000000       1.00000000       0.00000000    
  0.226666674       0.00000000       1.00000000       1.00000000       0.00000000    
  0.230000004       0.00000000       1.00000000       1.00000000       0.00000000    
  0.233333334       0.00000000       1.00000000       1.00000000       0.00000000    
  0.236666679       0.00000000       1.00000000       1.00000000       0.00000000    
  0.240000010       0.00000000       1.00000000       1.00000000       0.00000000    
  0.243333340       0.00000000       1.00000000       1.00000000       0.00000000    
  0.246666670       0.00000000       1.00000000       1.00000000       0.00000000    
  0.250000000       0.00000000       1.00000000       1.00000000       0.00000000    
  0.253333330       0.00000000       1.00000000       1.00000000       0.00000000    
  0.256666660       0.00000000       1.00000000       1.00000000       0.00000000    
  0.260000020       0.00000000       1.00000000       1.00000000       0.00000000    
  0.263333350       0.00000000       1.00000000       1.00000000       0.00000000    
  0.266666681       0.00000000       1.00000000       1.00000000       0.00000000    
